序号,景点,url
1,上海迪士尼度假区,https://you.ctrip.com/sight/shanghai2/1412255.html
2,东方明珠,https://you.ctrip.com/sight/shanghai2/762.html
3,外滩,https://you.ctrip.com/sight/shanghai2/736.html
4,上海海昌海洋公园,https://you.ctrip.com/sight/shanghai2/4651499.html
5,上海野生动物园,https://you.ctrip.com/sight/shanghai2/758.html
6,豫园,https://you.ctrip.com/sight/shanghai2/740.html
